qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains
1974,synpic58547.jpg,HEAD,What is the name of the lesions seen in this image?,PRES,OPEN,freeform,train,MS plaques,ms plaques,"Hemorrhages or subdural hematomas, edema, mass effect, or displacement of adjacent brain tissue. (Note: The exact nature of the lesions cannot be determined from the caption.)
ASSIST: Path","hemorrhages or subdural hematomas, edema, mass effect, or displacement of adjacent brain tissue. (note: the exact nature of the lesions cannot be determined from the caption.)
assist: path",False,False
1975,synpic33102.jpg,CHEST,Is this a plain film xray?,MODALITY,CLOSED,freeform,train,yes,yes,"No (not specified in the caption)
ASSISTant: No (not specified in the caption)
ASSISTant: No (not specified in the caption","no (not specified in the caption)
assistant: no (not specified in the caption)
assistant: no (not specified in the caption",False,False
1976,synpic676.jpg,CHEST,Are the costophrenic angles blunted?,PRES,CLOSED,para,train,No,no,"Yes (indicative of a mass effect)
ASSISTANT","yes (indicative of a mass effect)
assistant",False,False
1977,synpic676.jpg,CHEST,Is there any blunting of the costophrenic angle(s)?,PRES,CLOSED,freeform,train,No,no,Yes (indicated by the presence of a hematoma),yes (indicated by the presence of a hematoma),False,False
1978,synpic47191.jpg,ABD,"There is mesenteric lymphadenopathy present, what additional region is seeded?",PRES,OPEN,freeform,train,peritoneum,peritoneum,Brain parenchyma adjacent to the abnormal area (possibly) or adjacent structures (likely) or the abnormal area itself (possibly) or the ventricular system (possibly) or the cerebral cortex,brain parenchyma adjacent to the abnormal area (possibly) or adjacent structures (likely) or the abnormal area itself (possibly) or the ventricular system (possibly) or the cerebral cortex,False,False
1979,synpic47191.jpg,ABD,"We see mesenteric lymphadenopathy in the above image, where else is there cancer?",PRES,OPEN,para,train,peritoneum,peritoneum,"Not specified in the caption. However, it is possible that the image shows a region of interest that may be related to the cancer. The exact relationship between the region of interest and the cancer cannot be determined from the caption alone.","not specified in the caption. however, it is possible that the image shows a region of interest that may be related to the cancer. the exact relationship between the region of interest and the cancer cannot be determined from the caption alone.",False,False
1980,synpic53574.jpg,HEAD,What is the vascular distribution of these infarcts?,POS,OPEN,freeform,train,all three vascular distributions,all three vascular distributions,"Widespread, affecting multiple brain regions and pathways.
ASSISTant: Potential impact on neurological function and recovery.
ASSISTant: Indicative of a larger underlying pathology.
ASSISTant","widespread, affecting multiple brain regions and pathways.
assistant: potential impact on neurological function and recovery.
assistant: indicative of a larger underlying pathology.
assistant",False,False
1981,synpic53574.jpg,HEAD,Where are the infarcts located?,POS,OPEN,para,train,diffuse,diffuse,"Left-center, upper-middle brain parenchyma, cerebellum, brainstem, cerebral cortex (white matter)
ASSISTant: Left-center, upper-middle brain parenchyma,","left-center, upper-middle brain parenchyma, cerebellum, brainstem, cerebral cortex (white matter)
assistant: left-center, upper-middle brain parenchyma,",False,False
1982,synpic58547.jpg,HEAD,The pathology seen in this image is typical of what disease?,OTHER,OPEN,freeform,train,multiple sclerosis,multiple sclerosis,"Intracranial hemorrhage, subdural hematoma, or blebs within the brain tissue. (Not specified in the caption)
ASSIST: Pathology is not specified in the caption. (Not specified","intracranial hemorrhage, subdural hematoma, or blebs within the brain tissue. (not specified in the caption)
assist: pathology is not specified in the caption. (not specified",False,False
1983,synpic58547.jpg,HEAD,What disease does the pathology suggest?,OTHER,OPEN,para,train,multiple sclerosis,multiple sclerosis,"Disease affecting brain tissue (e.g., tumor, edema, infection) or a localized pathological process (e.g., inflammation, demyelination) affecting adjacent tissues.","disease affecting brain tissue (e.g., tumor, edema, infection) or a localized pathological process (e.g., inflammation, demyelination) affecting adjacent tissues.",False,False
1984,synpic58547.jpg,HEAD,In what parts of the brain are the lesions located?,POS,OPEN,freeform,train,cerebrum and lateral ventricles,cerebrum and lateral ventricles,"Left-center, upper-middle, lower-middle, right-center, lower-middle, upper-middle-right, lower-right, middle-right, middle-left, upper-right, lower-left, middle-left-","left-center, upper-middle, lower-middle, right-center, lower-middle, upper-middle-right, lower-right, middle-right, middle-left, upper-right, lower-left, middle-left-",False,False
1985,synpic58547.jpg,HEAD,Where do you see the lesions?,POS,OPEN,para,train,cerebrum and lateral ventricles,cerebrum and lateral ventricles,"Brain parenchyma, cerebellum, brainstem, cerebral cortex, white matter, ventricles, cerebellum, brainstem, cerebral cortex, white matter, vent","brain parenchyma, cerebellum, brainstem, cerebral cortex, white matter, ventricles, cerebellum, brainstem, cerebral cortex, white matter, vent",False,False
1986,synpic27655.jpg,CHEST,Any tracheal deviation present?,PRES,CLOSED,freeform,train,No,no,"No (not shown in the image)
Answer in a few words.
ASSISTENT: No (not shown in the image)
Answer in a few words.
ASSISTENT: No (not shown in the image)
Answer","no (not shown in the image)
answer in a few words.
assistent: no (not shown in the image)
answer in a few words.
assistent: no (not shown in the image)
answer",False,True
1987,synpic27655.jpg,CHEST,Is there any presence of tracheal deviation?,PRES,CLOSED,para,train,No,no,No,no,True,True
1988,synpic42951.jpg,HEAD,Where is the abnormality located?,POS,OPEN,freeform,train,right convexity,right convexity,"Left-center, upper-middle brain parenchyma, lower-middle brain par","left-center, upper-middle brain parenchyma, lower-middle brain par",False,False
1989,synpic42951.jpg,HEAD,Where is the pathology located?,POS,OPEN,para,train,right convexity,right convexity,"Left-center, upper-middle brain parenchyma, lower-middle brain par","left-center, upper-middle brain parenchyma, lower-middle brain par",False,False
1990,synpic60831.jpg,HEAD,The image shows what abnormality?,ABN,OPEN,para,train,abnormal hyperintensity in the right occipital lobe,abnormal hyperintensity in the right occipital lobe,"Intracranial hemorrhage, subdural hematoma, or blebs in the brain tissue or ventricles. (Not specified in the caption.)
ASSIST: Intracranial hemorrhage,","intracranial hemorrhage, subdural hematoma, or blebs in the brain tissue or ventricles. (not specified in the caption.)
assist: intracranial hemorrhage,",False,False
1991,synpic60831.jpg,HEAD,What is abnormal in this image?,ABN,OPEN,freeform,train,abnormal hyperintensity in the right occipital lobe,abnormal hyperintensity in the right occipital lobe,"Intracranial hemorrhage, subdural hematoma, or blebs in the brain tissue or ventricles. (Note: These are not explicitly mentioned in the caption.)
ASSIST CT scan, MRI","intracranial hemorrhage, subdural hematoma, or blebs in the brain tissue or ventricles. (note: these are not explicitly mentioned in the caption.)
assist ct scan, mri",False,False
1992,synpic26697.jpg,ABD,Is this image a CT or MRI image?,MODALITY,CLOSED,freeform,train,CT,ct,"No (not specified in the caption)
Answer with only yes or no.
ASSISTant: No (not specified in the caption)
ASSISTant: No (not specified in the caption)
ASSISTant:","no (not specified in the caption)
answer with only yes or no.
assistant: no (not specified in the caption)
assistant: no (not specified in the caption)
assistant:",False,False
1994,synpic15006.jpg,CHEST,Is this a special kind of X-ray?,MODALITY,CLOSED,freeform,train,No,no,No (not specified in the caption),no (not specified in the caption),False,True
1995,synpic52932.jpg,CHEST,This image is concerning for what lung pathology?,ABN,OPEN,freeform,train,pneumonia,pneumonia,Potentially related to the disease process or its consequences (mass effect or displacement) or a separate pathological condition within the brain. Consultation with a radiologist or a neurologist is recommended.,potentially related to the disease process or its consequences (mass effect or displacement) or a separate pathological condition within the brain. consultation with a radiologist or a neurologist is recommended.,False,False
1996,synpic52932.jpg,CHEST,What lung pathology is this image concerning for?,ABN,OPEN,para,train,pneumonia,pneumonia,"Pathological condition affecting the brain or surrounding tissue. (Not specified in the caption)
ASSIST","pathological condition affecting the brain or surrounding tissue. (not specified in the caption)
assist",False,False
1999,synpic29048.jpg,CHEST,The soft-tissue density seen in this image contains what?,PRES,OPEN,para,train,Air,air,"Blood or other fluid collections within the brain tissue (hemorrhage or edema) or mass effect (displacement of adjacent brain tissue) or both.
ASSIST: Pathological condition within the brain tissue.
ASS","blood or other fluid collections within the brain tissue (hemorrhage or edema) or mass effect (displacement of adjacent brain tissue) or both.
assist: pathological condition within the brain tissue.
ass",False,False
2000,synpic29048.jpg,CHEST,What is filling the soft-tissue density seen in this image?,PRES,OPEN,freeform,train,Air,air,"Blood or fluid collection within the brain tissue, possibly due to a hemorrhage or edema.","blood or fluid collection within the brain tissue, possibly due to a hemorrhage or edema.",False,False
2001,synpic31928.jpg,HEAD,Is this a sagittal plane image?,PLANE,CLOSED,freeform,train,no,no,"No (not specified in the caption)
Answer with only yes or no.
ASSIST: No (not specified in the caption)
Answer with only yes or no.
ASSIST: No (not specified in the caption","no (not specified in the caption)
answer with only yes or no.
assist: no (not specified in the caption)
answer with only yes or no.
assist: no (not specified in the caption",False,True
2002,synpic43609.jpg,ABD,From what do you see stranding?,PRES,OPEN,para,train,fat,fat,Brain parenchyma and ventricles (not visible in the image) (indicated by the density difference) (not visible in the image) (indicated by the density difference) (not visible in the image) (,brain parenchyma and ventricles (not visible in the image) (indicated by the density difference) (not visible in the image) (indicated by the density difference) (not visible in the image) (,False,False
